17,38
95,1
30,35
29,68
13,31
4,59
88,78
62,52
85,39
67,17
37,18
64,18
82,91
99,42
81,1
34,52
6,54
46,20
14,87
49,9
30,48
15,1
10,18
86,67
45,92
84,35
59,91
70,23
6,17
58,77
17,51
20,57
38,66
64,76
7,63
90,69
8,97
43,34
55,88
8,10
83,84
69,35
49,52
36,11
63,67
90,51
67,43
4,69
41,52
6,89
100,79
100,34
10,48
81,11
33,56
89,26
24,95
74,19
23,9
95,41
70,95
63,76
80,52
84,22
38,93
19,79
33,2
30,39
66,35
45,7
33,74
29,70
28,40
74,54
81,89
54,81
69,87
43,29
22,8
29,27
91,41
40,23
30,90
41,89
39,98
38,94
63,81
3,11
20,73
2,29
71,77
62,16
41,1
12,13
6,57
54,41
87,84
32,28
63,13
36,42
89,47
61,77
12,2
59,59
86,84
81,66
21,37
39,73
27,99
78,60
97,5
8,31
82,77
80,95
21,68
20,97
8,60
65,15
82,49
54,36
52,29
60,80
47,93
80,56
37,9
42,31
5,38
22,41
100,18
60,86
6,2
12,99
56,55
62,100
63,54
20,14
36,6
10,47
42,17
21,50
81,1
27,45
60,96
26,63
25,69
7,91
39,17
1,34
57,14
90,17
21,1
24,35
60,82
28,40
48,4
7,14
98,78
46,86
4,77
29,34
46,95
78,66
21,31
82,41
67,62
7,45
10,30
15,25
75,88
65,58
26,99
22,24
59,47
7,99
63,60
46,97
45,35
52,53
34,53
28,61
75,22
61,60
61,28
41,87
65,65
98,29
53,6
90,29
38,49
69,87
80,80
97,13
7,63
6,98
80,75
19,52
3,24
29,67
26,76
97,34
13,21
63,42
15,41
41,59
6,100
85,86
43,58
84,16
49,85
31,37
73,45
70,49
4,30
6,61
32,70
47,25
5,68
83,48
90,80
50,21
31,48
66,24
60,66
4,56
85,50
84,32
43,27
42,100
31,9
18,34
97,94
68,64
84,18
7,59
29,46
63,68
49,12
45,58
82,99
72,57
64,74
9,45
4,76
2,94
34,33
6,10
16,52
40,63
34,22
42,16
71,89
100,62
60,50
14,39
51,39
38,57
99,9
5,64
18,29
59,2
31,74
76,2
1,99
18,19
99,1
17,86
2,71
23,46
32,84
20,48
19,48
94,38
1,43
32,3
28,14
92,36
73,44
56,21
44,12
63,35
60,47
20,65
25,13
33,41
97,11
3,24
52,83
41,28
13,67
40,40
62,75
90,57
3,22
62,40
90,55
14,60
23,52
94,13
24,87
4,41
52,62
60,71
35,48
83,29
49,78
66,14
28,44
85,68
7,25
69,58
97,76
12,21
1,80
75,15
99,16
56,92
27,7
11,17
68,71
3,95
48,41
77,26
18,72
44,17
96,73
9,35
38,79
77,90
34,62
56,86
98,82
77,82
83,16
99,91
67,28
54,17
86,21
27,3
36,33
12,32
82,22
39,63
37,51
32,19
63,3
53,35
53,79
66,41
85,31
93,12
29,86
31,36
3,93
92,1
74,49
72,82
41,32
7,91
67,70
77,1
62,75
73,33
44,60
91,15
23,62
21,28
100,98
39,3
71,96
77,40
36,33
85,86
17,98
16,66
14,62
18,11
69,54
81,76
67,97
1,92
59,90
61,16
10,100
86,46
94,73
74,97
43,80
82,37
86,85
27,60
84,76
100,33
54,20
32,92
67,45
48,70
15,98
24,79
69,20
55,5
44,73
34,15
61,76
4,74
56,97
59,78
59,79
14,96
55,53
3,38
70,50
91,63
17,76
72,85
39,34
70,1
57,12
30,94
11,91
62,81
31,6
89,15
9,29
18,74
7,4
34,61
54,74
31,27
88,10
94,95
27,5
32,29
33,10
93,99
94,82
13,86
19,52
16,63
85,96
16,22
78,98
48,41
41,2
43,28
48,29
1,96
24,87
45,29
9,90
80,89
24,25
85,98
25,46
97,75
50,77
49,1
67,91
29,15
41,70
76,80
16,97
30,40
40,82
88,58
47,46
70,16
67,84
45,100
83,38
16,97
22,20
100,21
8,11
23,18
8,1
85,74
50,78
40,72
62,15
82,43
17,40
100,97
37,75
38,88
31,10
8,76
64,89
63,1
64,21
91,46
48,5
67,79
65,7
16,99
94,61
23,28
45,37
98,39
64,33
79,71
3,19
37,45
88,40
99,74
67,91
24,56
16,76
94,74
13,94
65,21
60,54
42,2
65,41
47,14
59,83
61,36
33,53
25,38
54,12
14,83
46,91
36,99
47,99
41,51
10,77
52,2
92,72
83,60
35,23
23,23
18,97
47,11
19,7
77,82
10,30
88,48
27,26
95,55
95,74
61,46
5,37
33,67
78,88
95,82
53,93
60,56
49,75
42,41
95,11
100,34
12,10
73,1
39,76
98,32
59,25
45,8
12,54
55,35
18,58
70,89
78,93
11,72
44,29
94,45
56,31
16,72
5,16
96,55
42,85
97,67
91,60
62,64
12,47
87,18
29,58
35,48
33,8
27,52
79,94
54,55
34,72
73,46
43,68
57,97
61,36
99,23
87,6
83,82
18,6
92,61
41,16
31,35
80,54
10,42
10,60
51,47
21,6
80,28
67,38
1,95
18,50
4,61
31,44
25,15
4,85
19,67
3,79
69,7
6,18
56,49
9,33
52,10
13,40
33,17
2,17
40,94
38,83
6,32
19,78
40,86
51,81
11,33
12,20
34,98
3,94
50,74
32,42
66,11
70,24
19,77
82,18
65,49
42,27
14,20
96,60
91,3
68,90
69,85
78,91
85,55
23,40
36,79
47,66
8,59
16,36
15,64
29,5
5,64
85,10
39,33
24,98
82,15
94,47
17,13
99,68
59,67
54,21
81,22
43,43
35,45
43,65
92,62
77,98
99,84
86,31
71,12
12,51
54,17
4,22
66,33
49,79
28,36
49,69
41,23
18,23
10,1
7,99
75,56
80,32
24,100
99,60
66,56
89,36
27,49
72,21
88,19
22,71
75,9
94,24
34,92
57,47
38,39
64,94
47,50
69,100
99,80
7,35
33,57
61,17
24,96
69,89
80,81
25,45
21,10
70,22
62,75
29,75
31,52
3,13
49,82
59,47
49,73
26,61
40,8
54,82
78,85
31,70
94,18
82,89
61,44
30,74
89,8
44,55
8,39
74,53
81,50
52,35
10,69
39,54
78,24
70,71
61,92
62,48
42,59
32,43
36,90
20,61
36,53
4,19
94,80
66,19
94,45
59,80
85,7
28,57
64,17
35,7
52,1
30,42
86,59
97,35
53,40
22,63
46,40
20,86
56,68
64,9
4,56
44,56
58,32
72,24
1,28
52,8
39,77
3,42
89,70
80,45
65,67
82,68
21,20
20,61
35,70
83,67
13,66
83,49
51,74
20,41
54,92
40,68
83,95
81,6
29,72
69,4
64,86
46,64
86,78
15,72
46,2
38,71
14,83
40,73
25,36
14,65
78,5
1,76
20,40
96,95
14,74
64,33
49,89
56,74
23,89
99,63
78,21
47,31
26,47
55,54
51,66
31,56
82,59
54,36
89,78
80,77
74,11
50,72
60,49
26,63
72,93
47,66
27,66
57,68
23,91
89,9
71,61
15,77
38,7
99,71
11,19
61,83
94,80
93,13
47,81
63,95
32,91
51,32
96,85
11,98
5,42
48,41
37,24
75,30
1,64
16,63
74,83
36,87
21,39
42,67
59,81
75,70
88,9
83,35
61,2
23,13
61,25
21,72
74,40
17,81
56,3
37,42
41,1
99,63
20,42
94,36
63,53
34,60
88,74
67,97
8,26
4,73
71,22
49,44
46,35
14,39
10,31
11,25
84,53
12,56
86,73
63,70
93,18
48,40
99,99
40,63
62,4
30,37
6,47
18,18
28,19
39,44
28,44
32,84
84,91
97,78
33,38
11,74
57,35
53,20
13,34
88,96
22,65
77,7
63,8
66,10
33,8
63,44
29,70
77,74
25,51
84,81
69,11
48,40
8,81
89,46
84,50
48,50
94,80
86,17
89,71
43,88
80,32
53,86
62,30
42,77
34,10
92,52
59,92
36,79
70,71
56,35
81,51
5,59
26,33
95,40
65,34
87,39
66,65
83,56
62,7
68,19
12,92
80,80
23,39
49,57
74,37
90,42
75,2
93,48
71,20
77,83
22,56
12,73
58,26
16,76
23,13
81,85
34,63
2,93
40,42
13,88
25,87
92,57
83,26
94,61
25,82
4,92
85,90
52,48
65,48
88,35
26,21
55,11
81,5
13,19
79,20
35,13
70,74
28,70
88,43
6,26
23,2
13,13
2,83
54,13
39,2
30,97
49,30
12,20
76,5
97,26
67,50
3,20
30,29
96,15
24,70
11,27
42,44
6,99
76,11
50,68
35,44
8,57
24,36
58,90
16,36
42,50
89,71
57,21
64,60
26,54
19,14
71,99
97,17
17,38
40,79
52,32
86,38
85,53
6,64
80,15
37,41
64,94
16,87
49,11
9,56
84,23
26,47
32,67
81,72
80,18
77,85
20,47
95,61
58,51
76,97
14,12
18,80
79,3
17,59
83,76
73,48
96,96
53,69
21,71
57,73
29,34
32,56
34,71
43,68
53,28
70,15
79,49
44,57
71,21
80,45
43,82
3,12
92,47
31,5
82,7
66,65
95,52
72,81
86,85
49,24
99,92
83,94
9,82
6,53
52,96
16,99
65,22
91,73
63,90
85,15
39,23
84,31
73,34
58,10
16,21
6,8
20,58
99,71
55,19
5,59
39,47
98,33
97,35
2,93
69,3
94,77
68,22
34,39
29,53
69,54
85,31
81,72
45,8
63,41
49,87
80,47
6,96
85,58
72,87
40,87
1,39
31,5
25,26
40,65
90,81
14,53
31,54
52,52
60,28
39,65
40,3
80,34
3,33
30,42
36,56
49,76
17,17
56,6
82,73
8,30
16,62
89,40
75,83
64,61
90,75
86,30
22,67
93,47
68,87
8,17
54,16
15,62
4,99
56,80
27,28
7,33
35,39
13,46
90,62
43,86
60,9
85,16
8,67
46,22
15,86
52,44
39,85
33,88
86,43
39,92
65,2
92,87
71,97
67,27
94,91
85,31
53,22
39,67
62,11
43,44
50,34
18,10
17,3
1,15
48,78
6,97
46,65
49,47
16,52
18,68
57,86
25,40
24,49
45,24
25,90
61,76
79,98
21,99
98,36
27,41
44,8
49,48
7,35
10,45
27,96
27,84
98,19
44,6
59,92
23,18
91,21
84,22
45,19
65,20
9,63
29,49
91,33
83,59
33,53
12,61
58,85
41,15
16,49
26,97
9,21
48,9
1,36
3,67
15,10
80,47
90,83
92,28
73,28
45,72
86,47
67,20
30,14
37,98
93,17
98,59
90,77
57,54
80,55
83,74
63,80
83,47
32,85
15,16
75,35
99,23
52,29
26,21
100,81
79,64
96,91
24,86
18,39
5,72
99,86
64,51
92,80
21,13
41,77
99,60
43,100
64,78
57,99
50,12
82,88
54,73
